time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-20T18:27:50.107Z,51.6278,-177.4817,68.4,2.3,ml,,,,0.39,ak,ak0202cnaeat,2020-03-04T04:03:13.948Z,"53km ESE of Tanaga Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-20T18:27:00.790Z,17.8425,-66.8791,11,2.7,md,8,255,0.1326,0.14,pr,pr2020051021,2020-02-20T21:10:55.223Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.88,0.68,0.13,5,reviewed,pr,pr
2020-02-20T18:24:10.813Z,63.1153,-150.1107,91.7,1.4,ml,,,,0.41,ak,ak0202cn9o6y,2020-03-04T04:03:13.196Z,"65km WSW of Cantwell, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-02-20T18:23:10.123Z,65.4593,-148.2745,11.7,0.9,ml,,,,0.63,ak,ak0202cn9gb4,2020-03-04T04:03:12.381Z,"69km N of Ester, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-02-20T18:11:20.270Z,51.916,179.6128333,13.23,1.6,ml,4,212,0.01694,0.26,av,av62137606,2020-02-21T21:56:16.550Z,"4km SSE of Semisopochnoi Island, Alaska",earthquake,1.85,1.63,0.149,2,reviewed,av,av
2020-02-20T18:11:03.085Z,34.5594,85.7892,10,4.6,mb,,58,6.638,1.13,us,us70007tp0,2020-02-26T22:43:35.040Z,"294km NNE of Luring, China",earthquake,8.5,1,0.065,71,reviewed,us,us
2020-02-20T18:09:05.110Z,37.1098333,-121.5166667,6.97,1.2,md,22,64,0.05653,0.04,nc,nc73343905,2020-02-21T02:26:02.991Z,"9km ENE of San Martin, CA",earthquake,0.2,0.64,0.134,17,reviewed,nc,nc
2020-02-20T18:05:17.250Z,58.1785,-155.3185,1.23,-0.38,ml,5,234,0.032,0.04,av,av70871594,2020-02-21T01:08:36.250Z,"96km SE of King Salmon, Alaska",earthquake,0.61,0.83,0.4,5,reviewed,av,av
2020-02-20T18:01:35.321Z,34.5205,85.7,10,5.1,mb,,61,6.61,0.88,us,us70007tnv,2020-02-26T22:40:34.416Z,"286km NNE of Luring, China",earthquake,7.8,1.8,0.043,179,reviewed,us,us
2020-02-20T18:00:23.630Z,38.8393333,-122.8775,2.04,-0.09,md,20,130,0.006965,0.03,nc,nc73343900,2020-02-24T18:59:51.282Z,"13km WNW of The Geysers, CA",earthquake,0.41,0.24,,1,reviewed,nc,nc
2020-02-20T17:58:06.680Z,44.7393333,-110.7871667,3.52,0.41,md,8,149,0.0666,0.09,uu,uu60360887,2020-02-20T18:58:03.970Z,"26km ENE of West Yellowstone, Montana",earthquake,0.39,3.79,0.335,6,reviewed,uu,uu
2020-02-20T17:54:47.760Z,58.1956,-155.3647,1.5,1.4,ml,,,,0.47,ak,ak0202cmuqq5,2020-03-04T04:03:11.551Z,"93km SE of King Salmon, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-20T17:53:26.312Z,61.4605,-146.6022,12.6,2.2,ml,,,,0.72,ak,ak0202cmuhds,2020-03-04T04:03:10.682Z,"39km NNW of Valdez, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-20T17:50:37.385Z,62.5071,-151.4105,89.6,1.5,ml,,,,0.35,ak,ak0202cmtv6i,2020-03-04T04:03:09.989Z,"70km WNW of Talkeetna, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-02-20T17:47:45.400Z,33.1228333,-115.6245,9.9,1.44,ml,28,59,0.03725,0.2,ci,ci39078423,2020-02-20T19:08:46.239Z,"10km N of Westmorland, CA",earthquake,0.27,0.42,0.219,17,reviewed,ci,ci
2020-02-20T17:36:37.660Z,35.8968333,-117.7355,4,0.54,ml,8,130,0.08585,0.08,ci,ci39078415,2020-02-20T17:40:08.970Z,"16km ESE of Little Lake, CA",earthquake,0.24,1.23,0.096,6,automatic,ci,ci
2020-02-20T17:36:17.570Z,35.9708333,-120.5266667,4.52,0.62,md,19,59,0.01366,0.04,nc,nc73343890,2020-02-24T18:56:03.956Z,"12km NW of Parkfield, CA",earthquake,0.24,0.36,0.279,7,reviewed,nc,nc
2020-02-20T17:35:35.589Z,29.7617,140.4757,129.05,4.6,mb,,98,3.052,1,us,us70007tm3,2020-02-26T22:01:21.040Z,"Izu Islands, Japan region",earthquake,7.6,5.7,0.042,173,reviewed,us,us
2020-02-20T17:32:04.080Z,35.973,-120.5255,4.29,-0.25,md,8,82,0.01154,0.05,nc,nc73343885,2020-02-26T22:48:26.399Z,"12km NW of Parkfield, CA",earthquake,0.56,0.37,,1,reviewed,nc,nc
2020-02-20T17:28:17.590Z,38.7996674,-122.7659988,1.84,0.56,md,8,89,0.005005,0.01,nc,nc73343875,2020-02-20T17:45:04.761Z,"3km NNW of The Geysers, CA",earthquake,0.5,0.93,,1,automatic,nc,nc
2020-02-20T17:21:05.540Z,35.8963333,-117.7331667,2.21,0.81,ml,14,75,0.08464,0.07,ci,ci39078407,2020-02-20T17:24:37.118Z,"16km ESE of Little Lake, CA",earthquake,0.17,0.23,0.12,12,automatic,ci,ci
2020-02-20T17:14:19.550Z,53.3458,-166.5011,45.73,3.2,ml,,207,0.5,0.62,us,us60008960,2020-03-04T14:15:12.040Z,"58km S of Unalaska, Alaska",earthquake,8.4,16.7,0.115,10,reviewed,us,us
2020-02-20T17:07:47.811Z,51.8087,-177.7749,10.3,2.6,ml,,138,0.025,0.42,us,us70007ty3,2020-03-04T04:03:08.547Z,"26km ESE of Tanaga Volcano, Alaska",earthquake,2,3.7,0.115,10,reviewed,us,us
2020-02-20T17:04:50.570Z,35.6206667,-117.4345,4.91,1.89,ml,28,76,0.04089,0.2,ci,ci39078383,2020-02-20T17:08:48.966Z,"16km S of Searles Valley, CA",earthquake,0.34,0.66,0.139,26,automatic,ci,ci
2020-02-20T17:04:05.612Z,61.3792,-154.053,10.2,1.2,ml,,,,0.67,ak,ak0202cmjxrl,2020-03-04T04:03:28.623Z,"122km NW of Redoubt Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-20T17:03:53.660Z,17.945,-66.8773,14,2.16,md,6,217,0.0302,0.17,pr,pr2020051022,2020-02-20T21:07:10.919Z,"3km SSE of Maria Antonia, Puerto Rico",earthquake,1.23,0.63,0.2,2,reviewed,pr,pr
2020-02-20T16:55:25.190Z,36.0595,-117.8705,2.15,0.77,ml,8,174,0.05411,0.08,ci,ci39078367,2020-02-21T15:33:35.742Z,"7km ENE of Coso Junction, CA",earthquake,0.37,0.27,0.098,6,reviewed,ci,ci
2020-02-20T16:54:16.970Z,33.4925,-116.7875,5.32,1.15,ml,49,32,0.02254,0.2,ci,ci39078359,2020-02-20T20:05:30.910Z,"9km NE of Aguanga, CA",earthquake,0.21,0.71,0.14,26,reviewed,ci,ci
2020-02-20T16:53:24.667Z,51.8468,-177.7521,6.5,1.5,ml,,,,0.56,ak,ak0202cm91su,2020-03-04T04:03:07.749Z,"27km E of Tanaga Volcano, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-02-20T16:51:29.279Z,64.5613,-160.1997,4.9,1.2,ml,,,,0.78,ak,ak0202cm8mn3,2020-03-04T04:03:27.896Z,"81km NNE of Unalakleet, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-02-20T16:48:25.830Z,33.734,-116.7675,15.9,0.39,ml,18,201,0.04994,0.09,ci,ci39078351,2020-02-27T17:30:20.978Z,"4km W of Idyllwild, CA",earthquake,0.36,0.41,0.072,5,reviewed,ci,ci
2020-02-20T16:48:08.250Z,45.8578333,-111.3733333,5.9,0.33,ml,7,113,0.313,0.06,mb,mb80382529,2020-02-20T18:48:26.740Z,"3km W of Manhattan, Montana",earthquake,0.52,31.61,,0,reviewed,mb,mb
2020-02-20T16:43:15.478Z,51.8246,-177.8214,3.7,1.7,ml,,,,0.6,ak,ak0202cm6vym,2020-03-04T04:03:06.954Z,"23km ESE of Tanaga Volcano, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2020-02-20T16:37:39.280Z,36.29283333,-97.51716667,7,2.64,ml,94,27,0,0.21,ok,ok2020doqb,2020-02-20T21:46:32.282Z,"21km W of Perry, Oklahoma",earthquake,,0.4,0.24,36,reviewed,ok,ok
2020-02-20T16:37:11.691Z,66.3341,-157.2952,3.7,0.9,ml,,,,0.57,ak,ak0202cm5la9,2020-03-04T04:03:06.153Z,"66km SSW of Kobuk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-20T16:36:41.790Z,19.2093334,-155.4019928,32.11,1.84,md,32,161,0.07814,0.13,hv,hv71391772,2020-02-20T16:39:51.330Z,"8km E of Pahala, Hawaii",earthquake,0.77,1.11,0.06,5,automatic,hv,hv
2020-02-20T16:32:03.990Z,45.8595,-111.3441667,5.99,0.46,ml,4,201,0.305,0.02,mb,mb80382524,2020-02-20T18:43:51.320Z,"0km WNW of Manhattan, Montana",earthquake,0.64,31.61,,0,reviewed,mb,mb
2020-02-20T16:30:27.270Z,60.3071667,-153.104,8.37,0.03,ml,5,323,0.199,0.1,av,av70871569,2020-02-21T00:54:27.690Z,"28km SW of Redoubt Volcano, Alaska",earthquake,1.25,3.68,0.167,5,reviewed,av,av
2020-02-20T16:27:02.640Z,44.8388333,-111.52,8.49,0.37,ml,11,129,0.065,0.16,mb,mb80382489,2020-02-20T18:19:39.260Z,"38km WNW of West Yellowstone, Montana",earthquake,0.51,1.01,0.124,2,reviewed,mb,mb
2020-02-20T16:25:05.570Z,44.7378333,-110.7861667,3.49,0.35,md,8,148,0.06819,0.06,uu,uu60020084,2020-02-21T17:08:44.730Z,"26km ENE of West Yellowstone, Montana",earthquake,0.38,1.9,0.128,6,reviewed,uu,uu
2020-02-20T16:24:37.110Z,44.7371667,-110.7858333,4.08,0.25,md,8,146,0.06884,0.05,uu,uu60360872,2020-02-21T17:06:05.720Z,"26km ENE of West Yellowstone, Montana",earthquake,0.45,2.92,0.224,5,reviewed,uu,uu
2020-02-20T16:21:50.400Z,52.0748333,-176.1303333,-0.5,-0.56,ml,4,218,0.02249,0.04,av,av70871579,2020-02-21T00:56:59.390Z,"42km ENE of Adak, Alaska",earthquake,0.61,0.26,0.156,4,reviewed,av,av
2020-02-20T16:17:06.360Z,51.9373333,179.6118333,12.35,1.63,ml,4,107,0.01215,0.28,av,av62137586,2020-02-21T21:56:11.260Z,"1km SSE of Semisopochnoi Island, Alaska",earthquake,2.6,1.5,0.114,2,reviewed,av,av
2020-02-20T16:13:38.080Z,34.7641667,-117.9298333,9.99,1.25,ml,24,59,0.07973,0.1,ci,ci39078343,2020-02-20T16:54:03.804Z,"16km S of Edwards Air Force Base, CA",earthquake,0.15,0.41,0.195,15,reviewed,ci,ci
2020-02-20T16:10:51.680Z,38.8359985,-122.809166,1.95,0.66,md,11,56,0.01261,0.01,nc,nc73343845,2020-02-20T17:39:04.726Z,"8km WNW of Cobb, CA",earthquake,0.32,1.07,0.1,2,automatic,nc,nc
2020-02-20T16:08:23.100Z,47.5491666666667,-122.765333333333,18.01,-0.07,md,3,328,,0.04,uw,uw61575707,2020-02-20T17:35:58.310Z,"7km SW of Erlands Point-Kitsap Lake, Washington",earthquake,8.82,0.84,0.00587327092088152,3,reviewed,uw,uw
2020-02-20T16:03:29.900Z,36.6761667,-121.2983333,2.39,1.47,md,21,89,0.04286,0.08,nc,nc73343840,2020-02-24T21:18:02.831Z,"13km S of Tres Pinos, CA",earthquake,0.3,1.3,0.351,14,reviewed,nc,nc
2020-02-20T16:00:52.660Z,37.5283333,-121.4026667,0.13,2.06,md,38,132,0.06396,0.11,nc,nc73343835,2020-02-21T04:37:02.825Z,"18km W of Westley, CA",earthquake,0.22,0.36,0.188,40,reviewed,nc,nc
2020-02-20T15:58:55.530Z,36.0105,-117.5103333,2.23,1.35,ml,17,111,0.1052,0.17,ci,ci39078319,2020-02-20T16:38:38.027Z,"29km NNW of Searles Valley, CA",earthquake,0.32,0.51,0.105,15,reviewed,ci,ci
2020-02-20T15:58:26.640Z,44.7383333,-110.7851667,2.77,0.81,ml,9,143,0.05926,0.07,uu,uu60360857,2020-02-21T16:54:12.550Z,"26km ENE of West Yellowstone, Montana",earthquake,0.41,5.45,0.471,2,reviewed,uu,uu
2020-02-20T15:58:00.850Z,44.7386667,-110.7856667,2.09,-0.24,md,7,148,0.06782,0.05,uu,uu60020079,2020-02-21T16:58:52.940Z,"26km ENE of West Yellowstone, Montana",earthquake,0.45,31.61,0.155,4,reviewed,uu,uu
2020-02-20T15:56:23.090Z,44.7496667,-110.7798333,7.46,-0.36,md,8,167,0.06347,0.06,uu,uu60020074,2020-02-21T16:35:12.330Z,"27km ENE of West Yellowstone, Montana",earthquake,0.67,2.22,0.296,5,reviewed,uu,uu
2020-02-20T15:56:20.370Z,33.1585,-115.97,3.58,1.13,ml,24,49,0.1305,0.28,ci,ci39078311,2020-02-20T16:00:05.973Z,"15km E of Ocotillo Wells, CA",earthquake,0.45,2.14,0.138,20,automatic,ci,ci
2020-02-20T15:55:23.070Z,44.7301667,-110.7876667,0.44,0.42,md,8,137,0.07339,0.06,uu,uu60360852,2020-02-21T16:31:02.660Z,"26km ENE of West Yellowstone, Montana",earthquake,0.89,0.53,0.396,6,reviewed,uu,uu
2020-02-20T15:54:11.580Z,17.8831,-66.8248,13,2.53,md,5,243,0.1069,0.28,pr,pr2020051017,2020-02-20T16:48:47.628Z,"12km S of Indios, Puerto Rico",earthquake,1.97,0.97,0.03,2,reviewed,pr,pr
2020-02-20T15:50:45.810Z,37.388,-118.5285,10.3,1.55,md,26,91,0.04446,0.09,nc,nc73343830,2020-02-20T21:53:02.280Z,"7km ESE of Round Valley, CA",earthquake,0.46,0.91,0.16,23,reviewed,nc,nc
2020-02-20T15:46:44.160Z,44.7366667,-110.788,2.55,0.66,md,8,139,0.06094,0.14,uu,uu60360847,2020-02-20T17:45:34.990Z,"26km ENE of West Yellowstone, Montana",earthquake,0.51,31.61,0.102,6,reviewed,uu,uu
2020-02-20T15:43:51.203Z,63.4538,-148.1649,5,1.9,ml,,,,0.64,ak,ak0202cllj05,2020-03-04T04:03:04.461Z,"39km E of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2020-02-20T15:39:45.090Z,35.6686667,-117.4735,10.35,1.05,ml,14,167,0.1687,0.22,ci,ci39078271,2020-02-20T15:43:29.868Z,"13km SSW of Searles Valley, CA",earthquake,0.6,1.55,0.257,13,automatic,ci,ci
2020-02-20T15:37:12.840Z,33.3685,-116.4035,2.26,1.06,ml,40,48,0.07882,0.24,ci,ci39078263,2020-02-20T15:40:54.323Z,"13km NNW of Borrego Springs, CA",earthquake,0.29,0.62,0.103,25,automatic,ci,ci
2020-02-20T15:36:37.646Z,66.2106,-157.2387,0.2,1.2,ml,,,,0.64,ak,ak0202clk00a,2020-03-04T04:03:05.354Z,"79km SSW of Kobuk, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-20T15:24:57.760Z,17.912,-66.8423,13,2.87,md,11,230,0.0731,0.26,pr,pr2020051016,2020-02-20T22:01:25.040Z,"6km S of Indios, Puerto Rico",earthquake,1.67,0.64,0.37,7,reviewed,pr,pr
2020-02-20T15:22:48.670Z,36.41266667,-96.8825,5.19,1.63,ml,55,68,0.02069593875,0.25,ok,ok2020donp,2020-02-20T15:30:00.873Z,"10km NW of Pawnee, Oklahoma",earthquake,,0.4,0.21,24,reviewed,ok,ok
2020-02-20T15:20:38.073Z,61.3337,-152.2796,5.2,0.3,ml,,,,0.32,ak,ak0202clgkm2,2020-03-04T04:03:03.748Z,"89km NW of Nikiski, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-02-20T15:18:32.060Z,44.7405,-110.7825,2.55,0.26,md,8,153,0.06807,0.11,uu,uu60360842,2020-02-20T19:07:20.440Z,"26km ENE of West Yellowstone, Montana",earthquake,0.38,7.25,0.294,7,reviewed,uu,uu
2020-02-20T15:17:49.506Z,60.4622,-152.7522,108.7,2.3,ml,,,,0.54,ak,ak0202clfy7i,2020-03-04T04:03:02.588Z,"2km S of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-02-20T15:11:36.799Z,67.4822,-167.1196,9.6,2.2,ml,,,,0.85,ak,ak0202clemz3,2020-03-04T04:03:27.081Z,"97km S of Point Hope, Alaska",earthquake,,1,,,reviewed,ak,ak
2020-02-20T15:11:25.460Z,17.938,-66.9506,12,2.74,md,10,223,0.0805,0.1,pr,pr2020051020,2020-02-20T21:03:41.250Z,"5km SW of Guanica, Puerto Rico",earthquake,0.77,0.43,0,1,reviewed,pr,pr
2020-02-20T15:10:29.980Z,34.017,-116.3165,8.55,0.28,ml,4,176,0.08025,0.12,ci,ci39078255,2020-02-20T19:40:48.396Z,"13km S of Joshua Tree, CA",earthquake,0.63,1.1,0.06,3,reviewed,ci,ci
2020-02-20T15:05:56.570Z,17.9081,-66.8921,12,2.79,md,9,223,0.0682,0.1,pr,pr2020051019,2020-02-20T17:19:33.528Z,"7km SSE of Guanica, Puerto Rico",earthquake,0.88,0.48,0.04,3,reviewed,pr,pr
2020-02-20T14:59:51.290Z,19.2169991,-155.3966675,30.97,1.83,md,42,158,0.02041,0.12,hv,hv71391727,2020-02-20T15:03:03.950Z,"8km E of Pahala, Hawaii",earthquake,0.61,1,0.02,7,automatic,hv,hv
2020-02-20T14:53:44.520Z,19.2176666,-155.3926697,32.13,2.92,ml,59,153,0.02025,0.13,hv,hv71391722,2020-02-20T15:05:23.040Z,"9km E of Pahala, Hawaii",earthquake,0.48,0.65,3.46,39,automatic,hv,hv
2020-02-20T14:39:43.444Z,60.3379,-147.7643,13.4,1.9,ml,,,,0.53,ak,ak0202ckz6i4,2020-03-04T04:03:01.744Z,"69km SE of Whittier, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2020-02-20T14:31:40.710Z,32.9211667,-116.2773333,11.74,1.08,ml,28,93,0.03989,0.17,ci,ci39078223,2020-02-20T14:57:10.049Z,"26km ENE of Pine Valley, CA",earthquake,0.25,1.05,0.239,24,reviewed,ci,ci
2020-02-20T14:27:37.189Z,60.3679,-138.239,5,1.6,ml,,,,0.51,ak,ak0202ckwn4t,2020-03-04T04:03:01.007Z,"58km SW of Haines Junction, Canada",earthquake,,0,,,reviewed,ak,ak
2020-02-20T14:25:02.750Z,19.1959991,-155.3931732,32.02,1.87,md,29,182,0.04149,0.14,hv,hv71391702,2020-02-20T14:28:20.810Z,"9km E of Pahala, Hawaii",earthquake,0.9,1.09,0.09,3,automatic,hv,hv
2020-02-20T14:21:54.730Z,32.9213333,-116.2741667,11.94,1.13,ml,33,83,0.04128,0.18,ci,ci39078215,2020-02-20T14:36:27.910Z,"26km ENE of Pine Valley, CA",earthquake,0.23,0.64,0.208,26,reviewed,ci,ci
2020-02-20T14:16:40.410Z,34.2268333,-117.4778333,6.71,1.54,ml,42,40,0.06252,0.17,ci,ci39078207,2020-02-20T14:36:10.897Z,"4km SSE of Lytle Creek, CA",earthquake,0.23,0.55,0.131,27,reviewed,ci,ci
2020-02-20T14:16:32.320Z,33.4976667,-116.7875,5.5,0.45,ml,16,77,0.09774,0.09,ci,ci39078191,2020-02-20T14:20:07.277Z,"9km NE of Aguanga, CA",earthquake,0.21,1.29,0.097,10,automatic,ci,ci
2020-02-20T14:10:06.311Z,-1.3944,-103.6587,10,4.8,mb,,160,19.495,0.51,us,us70007tjg,2020-02-20T15:02:37.040Z,"Central East Pacific Rise",earthquake,10.7,1.9,0.035,247,reviewed,us,us
2020-02-20T14:09:50.280Z,33.6021667,-116.8078333,5.16,0.25,ml,12,89,0.03747,0.12,ci,ci39078183,2020-02-20T14:13:33.305Z,"14km WNW of Anza, CA",earthquake,0.38,1.47,0.035,5,automatic,ci,ci
2020-02-20T14:02:53.467Z,1.5491,132.8169,36.3,4.4,mb,,125,4.474,1.02,us,us70007tjd,2020-02-20T15:08:51.040Z,"Papua region, Indonesia",earthquake,13.5,7.1,0.143,14,reviewed,us,us
2020-02-20T13:55:25.160Z,44.7096667,-110.82,6.66,0.9,ml,11,93,0.06293,0.15,uu,uu60360837,2020-02-20T15:13:09.870Z,"23km ENE of West Yellowstone, Montana",earthquake,0.48,1.25,0.404,2,reviewed,uu,uu
2020-02-20T13:54:55.153Z,64.3866,-147.3374,5,0.7,ml,,,,0.57,ak,ak0202ckh0y3,2020-03-04T04:03:00.293Z,"25km SW of Salcha, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-02-20T13:48:30.170Z,35.7478333,-117.5408333,8.67,1.06,ml,11,159,0.08195,0.19,ci,ci39078167,2020-02-20T14:47:28.959Z,"12km W of Searles Valley, CA",earthquake,0.56,1.29,0.105,12,reviewed,ci,ci
2020-02-20T13:40:41.380Z,37.6325,-118.8915,10.79,0.46,md,9,92,0.01261,0.06,nc,nc73343820,2020-02-20T21:11:03.022Z,"8km E of Mammoth Lakes, CA",earthquake,0.91,1.39,0.046,7,reviewed,nc,nc
2020-02-20T13:38:57.150Z,33.2258333,-116.7466667,7.86,2.29,ml,82,22,0.01432,0.23,ci,ci39078159,2020-02-21T21:32:54.350Z,"2km SE of Lake Henshaw, CA",earthquake,0.2,0.59,0.167,26,automatic,ci,ci
2020-02-20T13:38:10.800Z,35.969,-117.4761667,0.72,0.68,ml,18,107,0.1071,0.14,ci,ci39078151,2020-02-20T16:48:45.538Z,"23km NNW of Searles Valley, CA",earthquake,0.23,0.37,0.101,7,reviewed,ci,ci
2020-02-20T13:36:42.310Z,32.9203333,-116.2773333,10.36,1.62,ml,43,67,0.04059,0.2,ci,ci39078143,2020-02-20T13:47:39.830Z,"26km ENE of Pine Valley, CA",earthquake,0.25,0.58,0.21,26,automatic,ci,ci
2020-02-20T13:35:54.480Z,44.7393333,-110.7838333,4.68,1.37,ml,17,86,0.05854,0.1,uu,uu60360832,2020-02-20T15:02:51.100Z,"26km ENE of West Yellowstone, Montana",earthquake,0.3,0.49,0.371,3,reviewed,uu,uu
2020-02-20T13:35:11.860Z,51.8835,179.524,15.19,1.63,ml,6,151,0.0283,0.25,av,av62137576,2020-02-21T21:56:05.960Z,"9km SW of Semisopochnoi Island, Alaska",earthquake,1.9,1.15,0.165,3,reviewed,av,av
2020-02-20T13:33:44.860Z,32.9266667,-116.2726667,13.37,0.9,ml,24,95,0.03799,0.16,ci,ci39078135,2020-02-20T14:47:57.964Z,"27km ENE of Pine Valley, CA",earthquake,0.24,0.59,0.192,14,reviewed,ci,ci
2020-02-20T13:32:55.600Z,32.9256667,-116.2785,11.42,1.16,ml,24,83,0.03564,0.18,ci,ci39078127,2020-02-20T14:48:15.963Z,"26km ENE of Pine Valley, CA",earthquake,0.25,0.6,0.195,28,reviewed,ci,ci
2020-02-20T13:32:42.750Z,32.9208333,-116.2755,10.7,1.2,ml,38,65,0.04103,0.21,ci,ci39078119,2020-02-20T14:48:38.300Z,"26km ENE of Pine Valley, CA",earthquake,0.26,0.59,0.19,25,reviewed,ci,ci
2020-02-20T13:30:59.630Z,38.6603,-118.7897,10.1,1.2,ml,4,149.06,0.466,0.0552,nn,nn00717475,2020-02-21T02:07:34.147Z,"20km NW of Hawthorne, Nevada",earthquake,,4.1,0.2,3,reviewed,nn,nn
2020-02-20T13:27:43.170Z,51.9365,179.5978333,10.62,1,ml,5,104,0.01954,0.31,av,av62137571,2020-02-21T21:56:00.650Z,"1km S of Semisopochnoi Island, Alaska",earthquake,1.72,1.5,0.398,4,reviewed,av,av
2020-02-20T13:27:28.840Z,44.7378333,-110.7838333,4.83,1.75,ml,18,85,0.05823,0.13,uu,uu60360827,2020-02-20T14:37:10.400Z,"26km ENE of West Yellowstone, Montana",earthquake,0.34,0.49,0.268,4,reviewed,uu,uu
2020-02-20T13:24:37.313Z,66.8567,-146.5782,5.3,1.6,ml,,,,0.65,ak,ak0202ckak43,2020-03-04T04:03:26.375Z,"66km WNW of Fort Yukon, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-02-20T13:23:53.639Z,66.876,-146.6284,3,1.3,ml,,,,0.77,ak,ak0202ckadoj,2020-03-04T04:02:59.547Z,"69km WNW of Fort Yukon, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-20T13:19:16.800Z,32.9241667,-116.28,10.95,1.07,ml,26,94,0.03616,0.21,ci,ci39078103,2020-02-20T14:49:46.440Z,"26km ENE of Pine Valley, CA",earthquake,0.3,0.58,0.219,23,reviewed,ci,ci
2020-02-20T13:18:44.636Z,60.8083,-150.9609,31.2,1.2,ml,,,,0.73,ak,ak0202ck9acl,2020-03-04T04:02:58.758Z,"22km NE of Nikiski, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-02-20T13:15:02.791Z,63.7575,-148.4193,88.2,1.2,ml,,,,0.45,ak,ak0202ck8jzc,2020-03-04T04:02:57.960Z,"29km ESE of Healy, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2020-02-20T13:14:57.421Z,51.2545,-178.2454,23.7,2,ml,,,,0.34,ak,ak0202ck8ghc,2020-03-04T04:02:57.264Z,"60km E of Amatignak Island, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2020-02-20T13:13:46.130Z,32.9216667,-116.273,12.02,1.36,ml,40,60,0.04161,0.21,ci,ci39078095,2020-02-20T14:49:43.270Z,"26km ENE of Pine Valley, CA",earthquake,0.25,0.7,0.135,27,reviewed,ci,ci
2020-02-20T13:13:15.300Z,44.8298333,-111.5233333,7.44,0.46,ml,12,126,0.066,0.14,mb,mb80382444,2020-02-20T15:25:13.810Z,"38km WNW of West Yellowstone, Montana",earthquake,0.93,0.42,0.325,2,reviewed,mb,mb
2020-02-20T12:57:17.997Z,61.3504,-150.1025,36.4,1.5,ml,,,,0.62,ak,ak0202cjw5ls,2020-03-04T04:02:56.406Z,"18km NW of Anchorage, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-02-20T12:54:28.800Z,19.2106667,-155.389328,33.1,2.71,ml,61,156,0.02779,0.13,hv,hv71391632,2020-02-27T09:45:39.040Z,"6km ENE of Pahala, Hawaii",earthquake,0.48,0.62,3.37,36,automatic,hv,hv
2020-02-20T12:45:25.700Z,35.8593333,-117.6796667,7.98,1.46,ml,21,58,0.07968,0.14,ci,ci39078087,2020-02-20T12:49:12.691Z,"22km ESE of Little Lake, CA",earthquake,0.23,0.65,0.252,21,automatic,ci,ci
2020-02-20T12:40:20.050Z,33.5985,-116.8055,5.32,0.51,ml,17,71,0.03489,0.1,ci,ci39078079,2020-02-20T12:43:51.272Z,"13km WNW of Anza, CA",earthquake,0.25,0.83,0.141,14,automatic,ci,ci
2020-02-20T12:39:22.880Z,38.8133316,-122.8198318,2.68,0.56,md,13,59,0.008555,0.02,nc,nc73343810,2020-02-20T13:48:03.322Z,"7km NW of The Geysers, CA",earthquake,0.34,1.04,,1,automatic,nc,nc
2020-02-20T12:37:40.300Z,46.8653333,-112.5215,11.46,-0.38,md,10,101,0.106,0.1,mb,mb80382519,2020-02-20T18:33:04.390Z,"15km SE of Lincoln, Montana",earthquake,0.31,0.84,0.149,2,reviewed,mb,mb
2020-02-20T12:36:17.630Z,58.4053333,-154.8075,5.24,-0.64,ml,5,155,0.02264,0.15,av,av70871554,2020-02-21T00:21:39.160Z,"108km NNW of Larsen Bay, Alaska",earthquake,1.42,0.76,0.084,3,reviewed,av,av
2020-02-20T12:34:52.188Z,61.864,-150.0133,39.3,1.4,ml,,,,0.42,ak,ak0202cjraro,2020-03-04T04:02:55.588Z,"13km N of Willow, Alaska",earthquake,,0.5,,,reviewed,ak,ak
